name,price,type,efficiency,wattage,modular,color
Enermax ENP600AWT,,ATX,plus,600,false,
Enermax ENP500AWT,,ATX,plus,500,false,
PC Power & Cooling Silencer MK III,,ATX,platinum,1200,Semi,
PC Power & Cooling PPCT1200ESA,,ATX,,1200,false,
PC Power & Cooling T12W,,ATX,,1200,false,
Thermaltake Toughpower Grand,,ATX,gold,850,Full,
Rosewill PMG650,,ATX,gold,650,Full,Black
XFX Core Edition,,ATX,bronze,450,false,
RIOTORO ENIGMA 850,,ATX,gold,850,Semi,
RIOTORO ONYX 750,,ATX,bronze,750,Semi,
Xilence Performance A+ III,,ATX,bronze,550,false,Black / Red
Xilence Performance A+ III,,ATX,bronze,650,false,Black / Red
BitFenix BFG GOLD,,ATX,gold,550,Full,Black
FSP Group AURUM GOLD 500,,ATX,gold,500,false,
FSP Group AURUM GOLD 400,,ATX,gold,400,false,
BFG BFGR650WGSPSU,,ATX,,650,false,
XFX P1-650S-NLB9,,ATX,bronze,650,false,
Cooler Master Silent Pro Platinum,,ATX,platinum,550,Semi,
Sparkle R-SPI600GHN,,ATX,plus,600,false,
Zalman TeraMax II,,ATX,gold,750,Full,White
Zalman TeraMax II,,ATX,gold,1200,Full,Black
Kingwin Lazer,,ATX,,660,Full,
Enermax REVOLUTION SFX,,SFX,gold,550,Full,Black
G.Skill PS850P,,ATX,platinum,850,Full,Black
Solid Gear SDGR-900E,,ATX,,900,false,
Silverstone Essential,,ATX,bronze,750,false,Black
FSP Group AURUM 92+,,ATX,platinum,650,Semi,
OCZ Fatal1ty,,ATX,bronze,550,Full,
LEPA MaxBron,,ATX,bronze,800,Semi,
LEPA MaxBron,,ATX,bronze,450,Semi,
LEPA MaxGold,,ATX,gold,700,Semi,
LEPA MaxGold,,ATX,gold,600,false,
Kingwin ABT-750MM,,ATX,,750,false,
FSP Group Hydro PTM,,ATX,platinum,550,Full,Black
Cougar CMD 500,,ATX,bronze,500,Semi,Black / Blue
CoolMax ZPG-1200B,,ATX,gold,1200,Semi,
FSP Group PT1200FM,,ATX,platinum,1200,Full,
In Win Commander II,,ATX,bronze,1200,Full,
SeaSonic G,,ATX,gold,450,Semi,
Thermalright TGFX650,,SFX,gold,650,Full,White
SeaSonic SS-500ET Bronze,,ATX,bronze,500,false,
Topower TOP-500WB,,ATX,bronze,500,false,
Thermaltake Toughpower DPS G,,ATX,gold,750,Full,
OCZ ZS,,ATX,bronze,650,false,
Fractal Design Tesla R2,,ATX,gold,650,false,
Fractal Design Tesla R2,,ATX,gold,500,false,
BitFenix Fury,,ATX,gold,750,Semi,
Xilence XP630R8,,ATX,bronze,630,false,Black / Red
Fractal Design Tesla R2,,ATX,gold,650,false,
Linkworld LPK2-30-P4,,ATX,,500,false,
Cyonic AU-650X,,ATX,gold,650,Full,
Sentey ERP-500-SS,,ATX,,500,false,
Cougar COUGAR-700CMX,,ATX,bronze,700,false,
Xion XON-700P12F,,ATX,,700,false,
Apevia Astro,,ATX,,500,false,Black
Topower TOP-900W,,ATX,plus,900,Full,
Kingwin STR-500,,ATX,platinum,500,Semi,
Cooler Master New GX,,ATX,bronze,450,false,
SeaSonic Platinum,,ATX,platinum,520,Full,
Cougar A,,ATX,bronze,660,false,Black
Rosewill HIVE,,ATX,bronze,550,Semi,
LEPA B550-MB,,ATX,bronze,550,Semi,
Super Flower Amazon,,ATX,bronze,550,false,
Super Flower Leadex Gold,,ATX,gold,750,Full,
Super Flower Leadex Gold,,ATX,gold,850,Full,
Mushkin MKNPSJL1000,,ATX,gold,1000,false,
Enermax MaxTytan,,ATX,titanium,800,Full,
SeaSonic Platinum,134.69,ATX,bronze,600,false,
Rosewill VALENS-500M,,ATX,gold,500,Semi,
Rosewill VALENS-600M,,ATX,gold,600,Semi,
YEYIAN Thunder,,ATX,plus,500,false,Black
YEYIAN Thunder,,ATX,bronze,650,false,Black / Blue
Corsair CX-600 V3,,ATX,bronze,600,false,
Deepcool DQ650ST,,ATX,gold,650,false,
FSP Group FSP300-60GHT(85),,TFX,bronze,300,false,Silver
Enermax ENP650AWT B,,ATX,bronze,650,false,
Topower TOP-1000P12-ADJ,,ATX,,1000,Semi,
SeaSonic S12G,,ATX,gold,450,false,
Logisys PS600XBK,,ATX,,600,false,
be quiet! TFX Power 2,,TFX,bronze,300,false,Black
LEPA B550-SA,,ATX,bronze,550,false,
Kingwin Lazer Platinum,,ATX,platinum,1000,Semi,
Silverstone Strider,,ATX,bronze,400,false,
Apevia ATX-VN500W,,ATX,,500,false,
Kuroutoshikou KRPW-BR550W/85+,,ATX,bronze,550,false,Black
Rosewill Capstone,,ATX,gold,1000,Semi,Black
OCZ ZT,,ATX,bronze,550,Full,
HEC XPOWER780,,ATX,,600,false,
Thermaltake Toughpower Grand,,ATX,platinum,1050,Full,
Thermaltake Toughpower Grand,,ATX,platinum,850,Full,
CoolMax CUL-750B,,ATX,,750,Semi,
TUNIQ PSU-POT750-BK,,ATX,bronze,750,false,
Zalman 1250 Platinum,,ATX,platinum,1250,Semi,
Thermaltake EVO_Blue,,ATX,gold,750,Semi,
NZXT HALE90 V2,,ATX,gold,1200,Full,
NZXT HALE90 V2,,ATX,gold,1000,Full,
SeaSonic M12II,,ATX,bronze,380,false,
Zalman ACRUX,,ATX,platinum,850,Full,Black / Silver
NZXT HALE90 V2 850W,,ATX,gold,850,Full,
NZXT HALE82,,ATX,bronze,850,Semi,
Antec Basiq,,ATX,,500,false,
Antec True Power,,ATX,silver,1200,Full,
Apevia ATX-AS500W-GN,,ATX,,500,false,
Apevia ATX-TL450W,,ATX,,450,false,
Apevia ATX-TL450W-BK,,ATX,,450,false,
Apex AL-A350ATX,,ATX,,350,false,
Apex AL-A400ATX,88.02,ATX,,400,false,
HEC HP485D,,ATX,,485,false,
HEC X-Power Pro 650,,ATX,,650,false,
HEC HP585D RETAIL,,ATX,,585,false,
HEC XP1080,,ATX,,1080,Full,
XFX ProSeries,,ATX,gold,1050,Full,
CoolMax CA-400,,ATX,,400,false,
CoolMax CL-700B,,ATX,,700,false,
CoolMax MP-550B,,ATX,plus,550,false,
VisionTek 900347,,ATX,,650,false,
CoolMax NW-650B,,ATX,,650,false,
Dynapower EJ-750A80,,ATX,bronze,750,Full,
Enermax ERV1020EWT,,ATX,silver,1020,Full,
OCZ EliteXStream,,ATX,plus,1000,false,
Rosewill Libertas,,ATX,bronze,800,Full,
Rosewill Libertas,,ATX,plus,650,Full,
FSP Group FSP300-60GHS(85),,SFX,bronze,300,false,Silver
Rosewill LP-6100C,,ATX,,300,false,
Rosewill Stallion,,ATX,,450,false,
Rosewill Stallion,,ATX,,500,false,
Rosewill Stallion,,ATX,,500,false,
Rosewill RV2-500,,ATX,,500,false,
Rosewill RX850-S-B,,ATX,plus,850,false,
Silverstone OP1000-E,,ATX,,1000,false,
Silverstone OP750,,ATX,,750,false,
Sunbeam IC-PSU-US-2545-DW,,ATX,,450,false,
Sunbeam PSU-COM780-BK-US,,ATX,,780,Full,
Thermaltake EVO_Blue,,ATX,,550,Full,
Thermaltake Black Widow,,ATX,bronze,850,Semi,
SeaSonic SS-300SFD,,SFX,plus,300,false,Silver
Deepcool PM550D,,ATX,gold,550,false,Black
Deepcool PM600D,,ATX,gold,600,false,Black
Rosewill Quark 1200,,ATX,platinum,1200,Full,
Antec Earthwatts,,ATX,bronze,550,false,
FSP Group ATX400-PNT,,ATX,,400,false,
Enermax RevoBron,,ATX,bronze,600,Semi,
Sparkle ATX-450PN,,ATX,,450,false,
Sparkle SCC-850AF,,ATX,gold,850,Semi,
LEPA B650-SA,,ATX,bronze,650,false,
Enermax CYBERBRON,,ATX,bronze,700,false,Black / Silver
Topower ZU-950,,ATX,,950,false,
Sparkle FSP300THAR-MC,,ATX,,300,false,
Sparkle ATX-400PA,,ATX,,400,false,
Topower ZU-400W12,,ATX,,400,false,
FSP Group AU-850PRO,,ATX,gold,850,false,
LEPA MaxBron,,ATX,bronze,650,Semi,
Logisys AT750BK,,ATX,bronze,750,false,
Zalman LE,,ATX,,400,false,
iTek GF EVO,,ATX,gold,850,Full,Black
Thermaltake Toughpower DPS G RGB,,ATX,titanium,1250,Full,
CoolMax RM-1000B,,ATX,,1000,false,
Enermax ETL550AWT-M,,ATX,bronze,550,Semi,
GAMDIAS ASTRAPE E1,,ATX,plus,550,false,Black / Multicolor
Rosewill SMG850,,ATX,gold,850,Full,Black
Silverstone Strider,,ATX,bronze,600,false,
Diablotek PHD550,,ATX,,550,false,
Athena Power AP-P4ATX35,,ATX,,350,false,
Athena Power AP-P4ATX95FEPC,,ATX,plus,950,false,
Diablotek PHD750,,ATX,,750,false,
Diablotek PSDA500,,ATX,,500,false,
Diablotek PHD850,,ATX,,850,false,
Diablotek PSDA350,,ATX,,350,false,
Diablotek PSDA400,,ATX,,400,false,
Rosewill Fortress,,ATX,platinum,550,false,
Apevia XG,,ATX,,450,false,
Deepcool PN550D WH,,ATX,gold,550,false,White
StarTech ATXPW500PRO2,,ATX,,500,false,
StarTech ATXPW550PRO2,,ATX,,550,false,
XClio DIAMONDPOWER 880W,,ATX,,880,false,
Enermax DIGIFANLESS,,ATX,platinum,550,Full,
StarTech ATX2POWER400,,ATX,,400,false,
StarTech ATX2POWER350,,ATX,,350,false,
StarTech ATX2POWER430,,ATX,plus,430,false,
StarTech ATX2POWER530,,ATX,bronze,530,false,
StarTech ATX2PW400PRO,,ATX,,400,false,
StarTech ATX2POW400HS,,ATX,,400,false,
StarTech ATXPW350DELL,,ATX,,350,false,
XClio GOODPOWER 500W,,ATX,,500,false,
NZXT HALE90 V2,,ATX,gold,850,Full,
StarTech ATX2PW550PRO,,ATX,,550,false,
CoolMax CUQ-1200B,,ATX,plus,1200,false,
CoolMax CX-550B,,ATX,,550,false,
CoolMax CU-700B,,ATX,,700,Semi,
CoolMax CUL-950B,,ATX,,950,Semi,
XClio STABLEPOWER 460W,,ATX,,460,false,
FSP Group DAGGER PRO ATX3.0,,SFX,gold,750,Semi,Black
LEPA G1200-MA,,ATX,gold,1200,Semi,
Segotep GF,,SFX,gold,750,Full,White
Zalman 850-HP Plus,,ATX,silver,850,Semi,
Sentey MBP HM,,ATX,bronze,550,Semi,Black
Rosewill Fortress,,ATX,platinum,650,false,
XClio STABLEPOWER 500W,,ATX,,500,false,
Cougar CougarA500,,ATX,bronze,500,false,
Kingwin ABT-850MM,,ATX,,850,false,
Kingwin Lazer Gold,,ATX,gold,850,Full,
Kingwin Mach 1,,ATX,bronze,1000,Semi,
Kingwin Lazer Gold,,ATX,gold,700,Full,
PC Power & Cooling Silencer,,ATX,silver,760,false,
FSP Group FSP650-80EGN,,ATX,gold,650,false,
Kingwin MK,,ATX,,850,false,
PC Power & Cooling Silencer,,ATX,silver,910,false,
In Win PB,,ATX,gold,850,Full,
Thermaltake Toughpower GF A3 - TT Premium Edition,,ATX,gold,750,Full,Black
FSP Group FSP300-60GHT,,TFX,plus,300,false,Silver
Noua Volture GX-MV,,ATX,gold,850,Full,Black
Noua Volture X GX-MVX,,ATX,gold,850,Full,Black
Broadway Com Corp OKIA-BLACK-680,,ATX,,680,false,
Silverstone Strider,,ATX,gold,1200,Full,
Broadway Com Corp OKIA-BLACK-600,,ATX,,600,false,
Broadway Com Corp P4-OKIA-550-RB,,ATX,,550,false,
XClio GreatPower,,ATX,plus,850,Full,
Antec High Current Gamer,,ATX,bronze,400,false,
Enermax ENP550AWT,,ATX,,550,false,
Rosewill PMG850,,ATX,gold,850,Full,Black
NZXT HALE 90,,ATX,gold,1000,Full,
XFX P1-750S-NLB9,,ATX,bronze,750,false,
Thermaltake Toughpower XT,,ATX,bronze,650,Full,
SeaSonic SS-300ES Bronze,,ATX,bronze,300,false,
Xilence XP1250MR9,,ATX,gold,1250,Full,Black / Red
BitFenix BFG GOLD,,ATX,gold,650,Full,Black
XClio Goodpower 550W,,ATX,bronze,550,Full,
XClio Goodpower 650W,,ATX,bronze,650,Full,
XFX P1-550S-XXB9,,ATX,bronze,550,false,
Corsair TX750 V2,320,ATX,bronze,750,false,
Anima APII500,,ATX,,500,false,Black / Green
Zalman TeraMax II,,ATX,gold,1000,Full,White
Sparkle Magna,,ATX,bronze,1200,Semi,
Rosewill G550,,ATX,gold,550,Semi,
Rosewill Capstone G1000,,ATX,gold,1000,Semi,
FSP Group AURUM 92+,,ATX,platinum,450,Semi,
LEPA MaxGold,,ATX,gold,500,false,
LEPA MX-F1,,ATX,,400,false,
Cooler Master Silent Pro M2,,ATX,bronze,520,Semi,Black
FSP Group Hydro PTM,,ATX,platinum,650,Full,Black
FSP Group Hydro PTM,,ATX,platinum,750,Full,Black
Enermax MAXREVO SLI,,ATX,gold,1350,Full,Black / Gold
CoolMax ZPG-1000B,,ATX,gold,1000,Semi,
In Win Commander II,,ATX,bronze,750,Full,
Athena Power AP-MFATX35,,Mini ITX,bronze,350,false,Silver
Sparkle ATX-300PA,,ATX,,300,false,
FSP Group PT850FM,,ATX,platinum,850,Full,
Diablotek PSDA300,,ATX,,300,false,
Logisys PS480E12,,ATX,,480,false,
Logisys PS575XBK,,ATX,,575,false,
Rosewill ARC M450,,ATX,bronze,450,Semi,
Rosewill SMG750,,ATX,gold,750,Full,Black
Thermaltake Toughpower DPS G,,ATX,gold,1050,Full,
Topower TOP-1000WG,,ATX,gold,1000,false,
Topower GAPS-500MX,,ATX,,500,Full,
Xion EN-450F12BK,,ATX,,450,false,
LEPA G1000-MB,,ATX,gold,1000,Full,
In Win Glacier,,ATX,gold,900,Semi,
Fractal Design Integra R2,,ATX,bronze,650,false,
Fractal Design Tesla R2,,ATX,gold,650,false,
BitFenix Fury,,ATX,gold,650,Semi,
Xilence XP730R8,,ATX,bronze,730,false,Black / Red
Mistel MX550 FANLESS,,ATX,gold,550,Full,Black
Athena Power AP-P4ATX80FEP8,,ATX,bronze,800,false,
Thermaltake Toughpower DPS G,,ATX,gold,850,Full,
Cyonic AU-450X,,ATX,gold,450,Full,
Cyonic AU-550X,,ATX,gold,550,Full,
Sentey SDP850-SS,,ATX,plus,850,false,
Sentey ERP-600-SM,,ATX,,600,Full,
Sentey GSP650-SM,,ATX,gold,650,Full,
Sentey GSP750-SM,,ATX,gold,750,Full,
Sentey GSP1000-SM,,ATX,gold,1000,Full,
Sentey ERP-500-SMR,,ATX,,500,Full,
Azza PSAZ-1000A14,,ATX,bronze,1000,false,
Cougar COUGAR-A760,,ATX,bronze,760,false,
Cougar COUGAR-RS650,,ATX,plus,650,false,
Cougar COUGAR-RS450,,ATX,plus,450,false,
Thortech Thunderbolt,,ATX,gold,650,Full,
Sparkle SPI300GLS-B204,,SFX,,300,false,Silver
Xion XON-1000P14F,,ATX,,1000,false,
Apevia AD,,ATX,,500,false,Black
Apevia Astro,,ATX,,450,false,Black
Diablotek PSUL675,,ATX,,675,false,
Kingwin ABT-650MM,,ATX,,650,false,
Thermaltake Toughpower,,ATX,silver,1000,Semi,
XFX P1-550S-XXBA,,ATX,bronze,550,false,
Rosewill CS-850M,,ATX,gold,850,Full,Black
LEPA G800-MB,,ATX,gold,800,Semi,
Thermaltake Toughpower DPS G,,ATX,gold,1050,Full,
Thermaltake Toughpower DPS G,,ATX,gold,850,Full,
Ultra U12-42467,,ATX,bronze,750,Semi,
iTek GF EVO,,ATX,gold,1000,Full,Black
Rosewill VALENS-500,,ATX,gold,500,false,
Corsair CX-430 V3,,ATX,bronze,430,false,
HEC Orion,,ATX,,585,false,Black
Sparkle R-SPI700GHN,,ATX,plus,700,false,
Enermax ENP550AWT B,,ATX,bronze,550,false,
Enermax EPM1200EWT,,ATX,platinum,1200,Full,
SeaSonic PRIME AIRTOUCH,,ATX,gold,850,Full,Black / Red
E-Power EP-1200P10-T2,,ATX,plus,1200,Semi,
LEPA MaxPlatinum,,ATX,platinum,1050,Semi,Black
Kingwin Lazer Platinum,,ATX,platinum,750,Semi,
Kingwin KX-1000,,ATX,bronze,1000,Semi,
Kingwin Lazer Gold,,ATX,gold,1300,Semi,
Apevia ATX-RP500W,,ATX,,500,false,
FirePower ZT,,ATX,bronze,550,Full,
In Win Commander II,,ATX,bronze,850,Full,
Rosewill Glacier 1200M,,ATX,bronze,1200,Semi,
XFX P1-650X-CAG9,,ATX,bronze,650,Full,
CoolMax CUL-850B,,ATX,,850,Semi,
VIVO 24K,,ATX,gold,650,Full,
In Win Commander III,,ATX,gold,700,Semi,
Thermaltake EVO_Blue,,ATX,gold,850,Semi,
Raidmax RX-450K,,ATX,,450,false,
Thermaltake EVO_Blue,,ATX,gold,850,Semi,
LEPA G,,ATX,gold,650,Semi,
Cooler Master Elite,,ATX,,460,false,
CoolMax ZP-750B,,ATX,bronze,750,Semi,
E-Power EP-500LS-1,,ATX,,500,false,
NZXT HALE82N 750W,,ATX,bronze,750,false,
Apevia ATX-AS500W-BL,,ATX,,500,false,
Thermaltake Toughpower DPS G,,ATX,platinum,1050,Full,
Thermaltake Toughpower DPS G,,ATX,platinum,1050,Full,
Apevia ATX-CW500WP4,,ATX,,500,false,
Apevia ATX-IB680W-BL,,ATX,,680,false,
HEC HP485D Retail,,ATX,,485,false,
HEC HP585D,,ATX,,585,false,
HEC XPOWER585 OEM,,ATX,,585,false,
HEC XPOWER585 RETAIL,,ATX,,585,false,
HEC ZEPHYR650,,ATX,,650,false,
HEC Zephyr MX-750,,ATX,bronze,750,false,
Topower ZU-500W,,ATX,,500,false,
CoolMax CU-600B,,ATX,,600,Semi,
CoolMax CA-350,,ATX,,350,false,
CoolMax CA-450,,ATX,,450,false,
CoolMax CT-450 (silver),,ATX,,450,false,
CoolMax VL-600B,,ATX,,600,false,
CoolMax ZP-1000B,,ATX,bronze,1000,Semi,
CoolMax CUG-700B,,ATX,,700,Full,
CoolMax CUL-650B,,ATX,,650,Semi,
VisionTek 900489,,ATX,bronze,700,Semi,
VisionTek 900490,,ATX,bronze,800,Semi,
VisionTek 900488,,ATX,,550,Full,
CoolMax CX-400B,,ATX,,400,false,
CoolMax CXI-600B,,ATX,,600,false,
Dynapower EP-45X.0562B,,ATX,,450,false,
Enermax EES400AWT_II,,ATX,plus,400,false,
Enermax ETK500AWT,,ATX,,500,false,
In Win Commander,,ATX,plus,1200,Full,
Sparkle R-SPI650ACAG,,ATX,gold,650,false,
OCZ StealthXstream II,,ATX,plus,500,false,
Sparkle R-SPI750ACAG,,ATX,gold,750,false,
OCZ StealthXstream II,,ATX,plus,700,false,
Rosewill Stallion,,ATX,,450,false,
Rosewill RV350-2,,ATX,,350,false,
Silverstone OP850,,ATX,,850,false,
Silverstone DA750,,ATX,,750,Full,
XClio STABLEPOWER GOLD 1000W,,ATX,gold,1000,Full,
Silverstone Strider,,ATX,plus,1200,Full,
XClio STABLEPOWER GOLD 750W,,ATX,gold,750,Full,
Sunbeam PSU-BKS580-US,,ATX,,580,false,
Sunbeam PSU-COM680-BK-US,,ATX,,680,Full,
Sunbeam PSU-ECO750-US-BL,,ATX,plus,750,false,
Sunbeam PSU-H680-REV-US,,ATX,,680,false,
Sunbeam PSU-H680-REV-US-BL,,ATX,,680,false,
Sunbeam PSU-HUSH580-US,,ATX,,580,false,
Thermaltake Toughpower,,ATX,silver,1350,Semi,
Thermaltake TR2,,ATX,plus,1000,Semi,
Kingwin Lazer Platinum,,ATX,platinum,850,Semi,
Kingwin Lazer Platinum,,ATX,platinum,650,Semi,
Sparkle R-SPI900GCM,,ATX,plus,900,Semi,
SeaSonic SS-350SFE,,SFX,plus,350,false,Silver
Sparkle ATX-350PN-B204,,ATX,,350,false,
Xion AXP-700K14XE,,ATX,bronze,700,Semi,
Xion AXP-850K14XE,,ATX,bronze,850,Semi,
Topower ZU-650W,,ATX,,650,false,
CoolMax ZU-700B,,ATX,bronze,700,Semi,
Sparkle SCC-750AF,,ATX,gold,750,Full,
LEPA B550-SA,,ATX,bronze,550,false,
VisionTek 900346,,ATX,,500,false,
E-Power EP-550P5-T1,,ATX,,550,Full,
Sparkle FSP400-60GHS,,SFX,bronze,400,false,Silver
Topower ZU-450W,,ATX,,450,false,
Thermaltake W0328RU,,ATX,,350,false,
E-Power EP-500NE-XV,,ATX,,500,false,
Topower ZU-750W,,ATX,,750,false,
Topower TOP-400W80,,ATX,plus,400,false,
Topower TOP-400W801,,ATX,plus,400,false,
Enermax Platimax,,ATX,platinum,500,Semi,
Sparkle R-SPI700ACH5B,,ATX,silver,700,false,
BFG EX-1000,,ATX,bronze,1000,Full,
Kingwin ABT-610MM,,ATX,,610,false,
Sparkle R-SPI600ACH5B,,ATX,silver,600,false,
Raidmax Scorpio,,ATX,bronze,735,Semi,
Rosewill Capstone,,ATX,gold,450,Semi,
PC Power & Cooling S75CF,,ATX,plus,750,false,
Silverstone Strider,,ATX,gold,1200,Full,
Logisys PS550AC,,ATX,,550,false,
Topower ZU-1050W,,ATX,,1050,false,
Rosewill RV2-600,,ATX,,600,false,
Silverstone Strider,,ATX,gold,750,Full,
Silverstone Strider,,ATX,gold,850,Full,
Cougar DX500,,ATX,plus,500,false,
Deepcool PN850D WH,,ATX,gold,850,false,White
Topower TOP-1200W,,ATX,plus,1200,Full,
CoolMax V-600,,ATX,,600,false,
Diablotek PHD450,,ATX,,450,false,
Diablotek PHD650,,ATX,,650,false,
Athena Power AP-P4ATX55FEC,,ATX,,550,false,
Athena Power AP-P4ATX85FEP,,ATX,,850,false,
Cougar GX-S,,ATX,gold,450,false,
Rosewill Fortress,,ATX,platinum,450,false,
Xion XON-1250P14HE,,ATX,,1250,false,
Xion AXP-850R14N,,ATX,,850,false,
XClio STABLEPOWER 850W,,ATX,,850,false,
XClio GreatPower,,ATX,plus,600,Full,
StarTech ATXPOW350PRO,,ATX,,350,false,
StarTech ATX2PW500PRO,,ATX,,500,false,
StarTech ATX2PW450PRO,,ATX,,450,false,
StarTech ATX2PW530PRO,,ATX,bronze,530,false,
StarTech ATX2PW430PRO,,ATX,bronze,430,false,
Xion AXP-700W14FG,,ATX,gold,700,Full,
Xion AXP-1000R14HE,,ATX,bronze,1000,Full,
StarTech ATX2POW500HS,,ATX,,500,false,
StarTech ATX2POW450HS,,ATX,,450,false,
Fractal Design Newton R3,,ATX,platinum,1000,Semi,
Thermaltake Toughpower GF A3 - TT Premium Edition,,ATX,gold,650,Full,Black
CoolMax RM-750B,,ATX,,750,false,
XClio GreatPower,,ATX,plus,550,Full,
XClio GreatPower,,ATX,plus,650,Full,
Zalman 1000-HP Plus,,ATX,silver,1000,Full,
XFX P1-850X-XXB9,,ATX,bronze,850,Semi,
OCZ EliteXStream,,ATX,plus,1000,false,
OCZ EliteXStream,,ATX,plus,800,false,
Kingwin Lazer,,ATX,plus,750,Full,
Kingwin ABT-450MM,,ATX,,450,false,
Kingwin ABT-1050MM,,ATX,,1050,false,
PC Power & Cooling S47ATX-B,,ATX,,470,false,
PC Power & Cooling S75CF-B,,ATX,plus,750,false,
PC Power & Cooling S61EPS-B,,ATX,plus,610,false,
Kingwin Mach 1,,ATX,bronze,1220,Full,
Kingwin Lazer Gold,,ATX,gold,550,Full,
Kingwin Lazer Gold,,ATX,gold,1000,Full,
Kingwin ABT-730MM,,ATX,,730,false,
Corsair TX650 V2,,ATX,bronze,650,false,
Kingwin MK,,ATX,,750,false,
Kingwin MK,,ATX,,1000,false,
Kingwin MKX,,ATX,,850,Semi,
XClio STABLEPOWER 1000W,,ATX,,1000,false,
XFX P1-750S-CAB9,,ATX,bronze,750,false,
XFX P1-650S-CAB9,,ATX,bronze,650,false,
SeaSonic SS-300TGW,,TFX,gold,300,false,Silver
NZXT HALE82N 550W,,ATX,bronze,550,false,
Silverstone Strider,,ATX,gold,850,Semi,
XClio GreatPower,,ATX,plus,500,Full,
FSP Group ZEN 400,,ATX,bronze,400,false,
FSP Group Everest 85PLUS 800,,ATX,bronze,800,Full,
FSP Group ATX350-PNT,,ATX,,350,false,
FSP Group SAGA+ 500R,,ATX,,500,false,
FSP Group SAGA+ 400R,,ATX,,400,false,
Noua Hyper ZR55,,ATX,bronze,550,false,Black
Noua Hyper ZR65,,ATX,bronze,650,false,Black
Broadway Com Corp OKIA-BLACK-550,,ATX,,550,false,
Silverstone Strider,,ATX,gold,1000,Full,
Enermax ENM750AWT,,ATX,bronze,750,Semi,
XFX P1850SNLB9,,ATX,bronze,850,false,
Kingwin Lazer Platinum,,ATX,platinum,550,Semi,
Thermaltake Toughpower Grand,,ATX,gold,650,Full,
Enermax EGX850EWL,,ATX,plus,850,Full,
Sunbeam PSU-HUSH580-US-BL,,ATX,,580,false,
Silverstone Strider,,ATX,silver,500,false,
be quiet! Power Zone,,ATX,bronze,750,Full,
BitFenix BFG GOLD ATX3.0,,ATX,gold,1200,Full,Black
XClio Goodpower 750W,,ATX,bronze,750,Full,
Rosewill Tachyon,,ATX,platinum,1000,Semi,
Rosewill Capstone G1200,,ATX,gold,1200,Semi,
OCZ Fatal1ty,,ATX,bronze,750,Full,
Sparkle R-SPI1000GCM,,ATX,plus,1000,Semi,
Cooler Master VSM,,ATX,gold,550,Semi,
Thermalright TPFX650,,SFX,platinum,650,Full,Black
SeaSonic SS-500ES Bronze,,ATX,bronze,500,false,
Logisys PS480X2,,ATX,,480,false,
Topower TOP-650PM,,ATX,,650,false,
Topower GAPS-500LX,,ATX,,500,false,
Topower TOP-500PM,,ATX,,500,false,
Thermaltake Toughpower Grand,,ATX,gold,1050,Full,
Topower ZU-550W,,ATX,,550,false,
BitFenix Fury,,ATX,gold,550,Semi,
HEC Zephyr 700 CM,,ATX,plus,700,Semi,
Linkworld LPG12-35-p4,,ATX,,550,false,
Sentey GSP850-SM,,ATX,gold,850,Full,
Sentey ERP-400-SS,,ATX,,400,false,
Linkworld LPG8 630w,,ATX,,630,false,
Cougar COUGAR-SX700,,ATX,silver,700,false,
Thortech Thunderbolt,,ATX,gold,1000,Full,
StarTech ATX2PW550WH,,ATX,plus,550,false,
Sparkle SPI300T8AB-B204,,TFX,bronze,300,false,Silver
Cougar COUGAR-PX700,,ATX,bronze,700,false,
Xion XON-850P14F,,ATX,,850,false,
Diablotek PSUL575,,ATX,,575,false,
Rosewill Tachyon 1200,,ATX,platinum,1200,Full,Black
Antec VP-P,,ATX,,450,false,
Ultra U12-42466,,ATX,bronze,650,Semi,
