name,price,type,efficiency,wattage,modular,color
Asus TUF Gaming B,,ATX,bronze,450,false,Black
Thermaltake TR2 S 550W,,ATX,plus,550,false,
SeaSonic CORE GX-650,,ATX,gold,650,Full,Black
Thermaltake Thermaltake TP-750M,,ATX,gold,750,Semi,
Zalman TXIIv2,,ATX,plus,500,false,Black
SeaSonic FOCUS Plus Platinum,,ATX,platinum,650,Full,
Rosewill Green,80,ATX,plus,430,false,
Corsair Vengeance 400,,ATX,bronze,400,false,
be quiet! Pure Power 11 CM,,ATX,gold,400,Semi,Black
Corsair AX750,,ATX,gold,750,Full,
Zalman TXII,,ATX,plus,700,false,Black
Montech GAMMA II,,ATX,gold,650,false,Black
Thermalright TB650S,,ATX,bronze,650,false,Black
Corsair GS700,,ATX,bronze,700,false,
KOLINK Classic Power,,ATX,bronze,700,false,Black / Red
KOLINK KL-SFX250,,SFX,bronze,250,false,Black / Green
EVGA W3,,ATX,plus,500,false,Black
Fractal Design Ion+ 860P,,ATX,platinum,860,Full,Black
EVGA GE,,ATX,gold,600,false,Black
"FSP Group Hydro PTM PRO,Gen5",,ATX,platinum,1650,Full,Black
EVGA 710 BP,,ATX,bronze,710,false,Black
FSP Group FSP500-50FGGBN,,Flex ATX,gold,500,false,Silver
Cougar POLAR X2,,ATX,platinum,1200,Full,White / Gray
Corsair VS400,,ATX,plus,400,false,
Apex SL-275TFX,45.95,TFX,,275,false,Silver
YEYIAN Raiden,,ATX,plus,500,false,Black
SHARKOON SilentStorm Icewind Black,,ATX,bronze,550,Semi,Black
Deepcool PQ650M,,ATX,gold,650,Full,Black
Corsair G800,,ATX,plus,800,false,
Cooler Master MWE 450,,ATX,plus,450,false,Black
SeaSonic ATX3-FOCUS-GX-1000-WHITE,,ATX,gold,1000,Full,White
Cooler Master MWE GOLD 850 V2,,ATX,gold,850,false,Black
Corsair CX450M (2021),,ATX,bronze,450,Semi,Black
Antec SF850X,,SFX,gold,850,Full,Black / Gold
Phanteks AMP v2,,ATX,gold,1000,Full,Black
be quiet! TFX Power 3 300,117.79,TFX,gold,300,false,Black
YEYIAN Raiden,,ATX,bronze,750,false,Black
G.Skill MB850G,197.99,ATX,gold,850,Full,Black
Thermaltake Toughpower GX1,,ATX,gold,600,false,Black
Cooler Master V550,,ATX,gold,550,Full,
Deepcool DQ850M-V3L,,ATX,gold,850,Full,Black
FSP Group HEXA+,,ATX,,500,false,
FSP Group VITA-850GM,,ATX,gold,850,Full,White
Thermaltake Smart BX1 RGB 650,,ATX,bronze,650,false,Black
EVGA SuperNOVA 1000 G7,,ATX,gold,1000,Full,Black / Blue
Asus ROG-STRIX-850G-GUNDAM-EDITION,,ATX,gold,850,Full,White
Athena Power Apollo,49.99,SFX,,300,false,Silver
EVGA SuperNOVA 750 T2,,ATX,titanium,750,Full,
Deepcool PN550D,,ATX,gold,550,false,Black
Thermaltake TR2 S,,ATX,plus,650,false,
GameMax GM,,ATX,gold,2000,false,Black
GameMax GP,,ATX,bronze,550,false,Black
Raidmax Cobra,,ATX,bronze,700,false,
SeaSonic G,,ATX,gold,650,Semi,
EVGA SuperNOVA 850 GS,,ATX,gold,850,Full,
In Win A65,,ATX,plus,650,false,Black
Deepcool DA600-M,,ATX,bronze,600,Full,Black
GameMax GX-850 Modular,,ATX,gold,850,Full,Black
Xilence XP750R10,,ATX,bronze,750,false,Black / Red
Super Flower Leadex V Pro,,ATX,platinum,1000,Full,White
Aerocool Integrator,,ATX,bronze,850,false,Black
Deepcool PN750M WH,,ATX,gold,750,Full,White
GAMDIAS KRATOS E1,,ATX,plus,500,false,Black
Rosewill HIVE,,ATX,bronze,850,Full,
SeaSonic Platinum,,ATX,platinum,1000,Full,
Silverstone SFX,,SFX,bronze,450,false,Black
Antec VP PLUS,,ATX,plus,550,false,Black
Silverstone VIVA,,ATX,gold,650,false,Black
Silverstone Strider,,ATX,plus,700,false,
EVGA 750 B3,,ATX,bronze,850,Full,
Apex AG-M,,ATX,gold,750,Full,Black
Thermaltake German,,ATX,plus,630,false,
FSP Group Hydro G Pro,,ATX,gold,650,Full,Black
Cougar BXM750,,ATX,bronze,750,Semi,Orange / Black
Super Flower Zillion FG,,ATX,gold,750,Full,Black
Cougar GX-S,,ATX,gold,550,false,
LC-Power LC850P V3.0,,ATX,platinum,850,Full,Black
SHARKOON Rebel P20 750,,ATX,,750,Full,Black
Silverstone SX600-G,,SFX,gold,600,Full,Black
Deepcool PX850G WH,,ATX,gold,850,Full,White
Super Flower Leadex VI Platinum PRO,,ATX,platinum,1000,Full,Black / Blue
Antec Earthwatts Green,108.11,ATX,plus,500,false,
Corsair AX1500i 240V,,ATX,titanium,1500,Full,
Cooler Master V1200,,ATX,platinum,1200,Full,
be quiet! Straight Power 10,,ATX,gold,500,false,
Cooler Master V850,,ATX,gold,850,Full,Black
Cooler Master MWE Gold,,ATX,gold,550,Full,Black
XFX XT,,ATX,bronze,500,false,
Antec VP PLUS,,ATX,plus,450,false,Black
SilentiumPC Elementum E2 230V,,ATX,plus,550,false,Black
Cooler Master 500W MasterWatt Lite 230V,,ATX,plus,500,false,
be quiet! Pure Power L8,,ATX,bronze,500,false,
NZXT E500,,ATX,gold,500,Full,Black
EVGA SuperNOVA 650 G7,,ATX,gold,650,Full,Black / Blue
EVGA SuperNOVA 850 B2,,ATX,bronze,850,Semi,
SeaSonic PRIME Platinum,,ATX,platinum,1200,Full,
Super Flower Leadex V Pro,,ATX,platinum,1000,Full,Black
Deepcool PK600D,,ATX,bronze,600,false,Black
RAIJINTEK CRATOS,,ATX,gold,850,Full,Black
SeaSonic FOCUS,,ATX,platinum,550,Full,Black
Montech CENTURY,,ATX,gold,650,Full,Black
Montech CENTURY,,ATX,gold,850,Full,Black
Thermaltake Toughpower Grand RGB 750 SE,,ATX,gold,750,Full,Black
NOX Hummer GD,,ATX,gold,750,false,
ADATA XPG PYLON,,ATX,bronze,450,false,Black
be quiet! STRAIGHT POWER E9 680W / CM,,ATX,gold,680,Semi,
be quiet! Pure Power L8,,ATX,bronze,350,false,
be quiet! Power Zone 750W,,ATX,bronze,750,Full,
Antec VP PLUS,,ATX,plus,650,false,
Antec High Current Gamer PRO ATX3.1,,ATX,platinum,1000,Full,Black
Cougar GEX,210.57,ATX,gold,1050,Full,Black
FSP Group HEXA 85+ PRO,,ATX,bronze,750,false,Black
Thermaltake Toughpower GF1 - TT Premium,237.72,ATX,gold,1000,Full,Black
Thermaltake Litepower GEN2 230V,,ATX,,650,false,Black
Silverstone Strider,,ATX,gold,750,Full,
Thermaltake Toughpower Grand RGB 850 SE,,ATX,gold,850,Full,Black
Corsair HX750,,ATX,gold,750,Semi,
OCZ ModXStream Pro,,ATX,plus,600,Semi,
be quiet! System Power 8,,ATX,plus,500,false,
Cooler Master MWE Gold 550,,ATX,gold,550,false,Black
Cooler Master MWE BRONZE 750 V3,,ATX,bronze,750,false,Black
GameMax GM,,ATX,bronze,300,false,Silver
be quiet! Dark Power Pro 11,,ATX,platinum,1000,Semi,
Antec NeoECO Gold ZEN,,ATX,gold,700,false,Black / Gold
Corsair VS500 (2020),,ATX,bronze,500,false,Black
Thermaltake Toughpower GF1 Snow - TT Premium,,ATX,gold,650,Full,White
Silverstone Strider Plus,,ATX,bronze,500,Full,
be quiet! Pure Power L8,,ATX,bronze,630,Semi,Black / Orange
Cooler Master MWE GOLD 550 V2 FULL MODULAR,,ATX,gold,550,Full,Black
Corsair AX760i,,ATX,platinum,760,Full,
Antec High Current Gamer PRO ATX3.1,,ATX,platinum,850,Full,Black
Thermaltake Toughpower PF1 - TT Premium Edition,325.77,ATX,platinum,1050,Full,Black
Fractal Design Anode Bronze,,SFX,bronze,450,false,Black
Cougar VTE X2,,ATX,plus,650,false,Black
Antec Signature,,ATX,titanium,1000,Full,Black / Silver
KOLINK Core,,ATX,plus,300,false,Black
Segotep GP700G,,ATX,gold,700,false,Black
Rosewill Glacier 500M,,ATX,bronze,500,Semi,
Apex AL-D500EXP,,ATX,,500,false,
Antec NeoECO Gold ZEN,,ATX,gold,600,false,Black / Gold
KOLINK Classic Power,,ATX,bronze,600,false,Black / Red
Corsair G700,,ATX,plus,700,false,
MSI MAG A650BN EVA e-PROJECT,,ATX,bronze,650,false,Black / Purple
EVGA SuperNOVA 750 G7,,ATX,gold,750,Full,Black / Blue
Enermax RevoBron,,ATX,bronze,500,Semi,Black
KOLINK Regulator,,ATX,gold,1200,Full,Black
KOLINK Modular Power,,ATX,bronze,600,Semi,Black
Corsair AX650,250,ATX,gold,650,Full,
NOX Hummer,,ATX,bronze,650,Semi,
KOLINK Core,,ATX,plus,700,false,Black
Deepcool DQ750ST,,ATX,gold,750,false,
Thermaltake Smart,,ATX,bronze,550,false,
Antec Earthwatts Green,,ATX,bronze,380,false,
Raidmax RX-850AE,,ATX,gold,850,Semi,
be quiet! System Power 8,,ATX,plus,600,false,
Montech GAMMA II,,ATX,gold,750,false,Black
Thermaltake Smart,,ATX,bronze,650,Semi,
be quiet! Pure Power 11 FM 1000,,ATX,gold,1000,Full,Black
Cooler Master Elite 400 V3,,ATX,plus,400,false,Black
Raidmax RX-700AC,,ATX,bronze,700,Semi,
Deepcool PN650D,,ATX,gold,650,false,Black
Rosewill PHOTON-650,,ATX,gold,650,Full,
Super Flower Leadex III ARGB Pro,,ATX,gold,850,Full,Black
Super Flower Leadex VI Platinum PRO,,ATX,platinum,850,Full,Black / Blue
Thermalright TPFX750,,SFX,platinum,750,Full,White
Xilence XP750R12.ARGB,187.93,ATX,gold,750,false,Black
FSP Group FSP500-50FSPT,198.99,Flex ATX,platinum,500,false,Silver
CoolMax ZX-600,63.84,ATX,plus,600,false,
Thermaltake Toughpower iRGB PLUS,,ATX,titanium,1250,Full,
KOLINK Classic Power,,ATX,bronze,500,false,Black / Red
Chieftec ATMOS,210.32,ATX,gold,750,Full,Black
Phanteks AMP,,ATX,gold,550,Full,Black
Thermaltake Toughpower iRGB PLUS 1000,,ATX,gold,1000,Full,Black
OCZ ModXStream Pro,,ATX,plus,700,Semi,
Super Flower Legion GX Pro,,ATX,gold,650,Semi,Black
Chieftec PowerPlay Gold,,ATX,gold,650,Full,Black / Red
Silverstone Strider Titanium,,ATX,titanium,1500,Full,Black / Blue
EVGA 450 W3,,ATX,plus,450,false,Black
EVGA 750 B3,,ATX,bronze,750,Full,
Corsair CS850M,,ATX,gold,850,Semi,
SilentiumPC Supremo L2 V2,,ATX,gold,550,false,Black
EVGA SuperNOVA 850 G7,,ATX,gold,850,Full,Black / Blue
Fractal Design Ion+ 760P,,ATX,platinum,760,Full,Black
Thermalright AG-750,,ATX,gold,750,Full,White
SeaSonic FOCUS,,ATX,gold,550,Semi,Black
be quiet! Straight Power 10 CM,,ATX,gold,600,Semi,
KOLINK Core,,ATX,plus,400,false,Black
KOLINK KL-1000M,,ATX,bronze,1000,Semi,Black
FSP Group Dagger Pro,,SFX,gold,550,Full,Black
BitFenix Whisper M,,ATX,gold,750,Full,
be quiet! TFX Power 3 300,,TFX,bronze,300,false,Black
FSP Group Hydro G Pro,,ATX,gold,850,Full,Black
Enermax MarbleBron RGB,,ATX,bronze,850,Semi,White
LC-Power LC6 V2.31,,ATX,gold,750,Full,Black / Gray
Silverstone Strider Titanium,,ATX,titanium,800,Full,
be quiet! Dark Power Pro 11,,ATX,platinum,1200,Semi,
Segotep GM,,ATX,gold,750,Full,White
Antec VP,,ATX,,450,false,
Silverstone Essential,,ATX,bronze,650,false,Black
SeaSonic PRIME Platinum,,ATX,platinum,850,Full,
be quiet! Pure Power L8,,ATX,bronze,530,Semi,
Thermalright TP,,ATX,platinum,850,Full,White
Chieftec Polaris 3.0,,ATX,gold,1050,Full,Black
LC-Power LC8550 V2.31 Prophet,,ATX,bronze,550,Semi,Black / Blue
SHARKOON Rebel P20 850,,ATX,,850,Full,Black
Thermaltake Toughpower PF1 - TT Premium Edition,,ATX,platinum,650,Full,
Antec Signature Platinum,254.38,ATX,platinum,1000,Full,Black
FSP Group HEXA 85+ PRO,,ATX,bronze,350,false,Black
Deepcool DQ1000M-V3L,,ATX,gold,1000,Full,Black
Cooler Master Silent Pro M,,ATX,bronze,700,Full,
Zalman TXIIv2,,ATX,plus,700,false,Black
Cooler Master MWE White V2 230V,,ATX,plus,550,false,Black
GAMDIAS ASTRAPE M1 B,,ATX,bronze,750,false,Black / Multicolor
GAMDIAS Cyclops X1 P,,ATX,platinum,1200,Full,Black / Multicolor
Antec High Current Gamer,,ATX,bronze,850,Semi,
Enermax EMG900EWT,,ATX,gold,900,Full,
Antec Earthwatts,,ATX,bronze,650,false,
EVGA W3,,ATX,plus,600,false,Black
be quiet! System Power 10 U,,ATX,bronze,750,false,Black
FSP Group Hyper M85+,,ATX,bronze,550,Semi,Black
Gigabyte UD850GM-A PG5,139.99,ATX,gold,850,Full,Black
Athena Power APOLLO 600,231.56,SFX,bronze,600,false,Black
EVGA SuperNOVA 850 GA,300,ATX,gold,850,Full,
SeaSonic PRIME,,ATX,gold,650,Full,Black
Lian Li EDGE GOLD,,ATX,gold,750,Full,White
GameMax VP RGB,,ATX,bronze,800,Semi,Black
Thermaltake TR2,,ATX,,600,false,
Cooler Master New GX,,ATX,plus,550,false,
Antec High Current Gamer,,ATX,bronze,520,Semi,
Enermax CYBERBRON,,ATX,bronze,500,false,Black / Silver
Gigabyte GreenMax Plus,,ATX,bronze,550,false,
SeaSonic TFX 350,,TFX,gold,350,Full,Black
SilentiumPC Supremo FM2,,ATX,gold,650,Full,Black
Thermalright TP,,ATX,platinum,1000,Full,Black
be quiet! Power Zone 650W,,ATX,bronze,650,Full,
NZXT E650,,ATX,gold,650,Full,Black
Raidmax Cobra,,ATX,gold,750,Full,Black
Azza PSAZ-650B14,,ATX,,650,false,
Thermaltake Toughpower iRGB PLUS 1200 Platinum,,ATX,platinum,1200,Full,Black
Deepcool PM800D,,ATX,gold,800,false,Black
Chieftec Polaris,,ATX,gold,550,Full,Black
KOLINK Core RGB,,ATX,plus,500,false,Black
Super Flower Leadex V Gold Pro,,ATX,gold,1000,Full,Black
EVGA 510 BP,,ATX,bronze,510,false,Black
be quiet! Pure Power 10,,ATX,silver,700,false,
be quiet! Pure Power 10 CM,,ATX,silver,500,Semi,
"FSP Group Hydro Ti PRO,Gen 5",,ATX,titanium,850,Full,Black
Cooler Master GX,,ATX,bronze,750,false,
Cooler Master Silent Pro Gold,,ATX,gold,1000,Semi,
GameMax GM,,ATX,gold,1800,false,Black
Cougar GX,,ATX,gold,800,Full,Black / Gold
Thermaltake Smart,,ATX,bronze,850,Semi,
Mars Gaming MP700,,ATX,,700,false,
Cooler Master MWE BRONZE 650 V3,,ATX,bronze,650,false,Black
Xilence XP450R10,,ATX,bronze,450,false,Black / Red
Rosewill Capstone,,ATX,gold,750,Semi,
FSP Group AU-400FL,,ATX,gold,400,Semi,
Super Flower Leadex III Super Pro,,ATX,bronze,650,Full,Black
Cooler Master B500,,ATX,,500,false,
GAMDIAS ASTRAPE P1 G,,ATX,gold,650,Full,Black / Multicolor
Corsair HX620,,ATX,plus,620,Full,
PC Power & Cooling Silencer Mk II,,ATX,silver,950,false,
SHARKOON SilentStorm Icewind,,ATX,bronze,750,Semi,White / Black
SeaSonic G,,ATX,gold,360,false,
EVGA SuperNOVA NEX1500 Classified,,ATX,gold,1500,Full,
Thermaltake Toughpower GF2 ARGB,,ATX,gold,850,Full,Black
FSP Group Hydro M Pro ATX3.0(PCIe5.0),,ATX,bronze,800,Semi,Black
Zalman TeraMax II,,ATX,gold,850,Full,Black
Cooler Master MWE Gold 650,,ATX,gold,650,false,Black
be quiet! System Power 10 U,,ATX,bronze,650,false,Black
Fractal Design Integra R2,,ATX,bronze,500,false,
EVGA SuperNOVA 750 GA,,ATX,gold,750,Full,
FSP Group HYPER S,,ATX,plus,700,false,Black
In Win P65,131,ATX,gold,650,Full,Black
LC-Power LC6650 V2.3,,ATX,bronze,650,false,Black
Thermaltake Litepower GEN2 230V,,ATX,,550,false,Black
LC-Power LC6 V2.31,,ATX,gold,1000,Full,White / Gray
SeaSonic PRIME PX,,ATX,platinum,850,Full,Black / Silver
Antec True Power,,ATX,gold,750,false,
Cougar VTE X2,,ATX,plus,600,false,Black
SilentiumPC Vero L3,,ATX,bronze,700,false,Black
SeaSonic Platinum,,ATX,platinum,860,Full,
Rosewill RBR1000-M,,ATX,bronze,1000,Semi,
FSP Group AURUM S 400W,,ATX,gold,400,false,
Raidmax XT,,ATX,,400,false,
GameMax GP,,ATX,bronze,500,false,Black
Enermax CYBERBRON,,ATX,bronze,600,false,Black / Silver
SeaSonic CORE GC-500,,ATX,gold,500,false,Black / Yellow
Cooler Master MasterWatt Lite 600W Full Range,,ATX,plus,600,false,
Cooler Master Silent Pro M2,,ATX,bronze,620,Semi,
Xigmatek ACXTNRP-PC502,,ATX,bronze,500,false,
Deepcool PN850M WH,,ATX,gold,850,Full,White
Xigmatek Vector,,ATX,gold,650,Semi,
Segotep GM,,ATX,gold,1000,Full,Black
EVGA SuperNOVA G FTW,,ATX,gold,1000,Full,Black
Antec True Power,,ATX,gold,650,false,
FSP Group Hydro PTM PRO,,ATX,platinum,1200,Full,Black
CoolMax ZX-700,74.01,ATX,plus,700,false,
RAIJINTEK AMPERE,,ATX,platinum,1200,Full,White
Thermaltake Toughpower iRGB PLUS 1000 Platinum,,ATX,platinum,1000,Full,Black
SHARKOON Rebel P20 SFX,,SFX,platinum,1000,Full,Black
Xilence XP1050MR9.2,235.17,ATX,gold,1050,Full,Black / Red
Xilence XP550R9,150,ATX,gold,550,false,Black / Red
Rosewill Green,170,ATX,plus,530,false,
In Win A55,,ATX,plus,550,false,Black
Raidmax Vampire,,ATX,gold,800,Semi,
SeaSonic X,,ATX,gold,750,Full,
SeaSonic X,,ATX,gold,1250,Full,
Thermaltake TR2,,ATX,plus,1200,Semi,
SeaSonic X,,ATX,gold,400,Full,
Cooler Master MWE White V2 230V,,ATX,plus,450,false,Black
Phanteks AMP,,ATX,gold,1000,Full,White
Enermax CYBERBRON,,ATX,bronze,700,false,Black
Antec High Current Gamer Gold,,ATX,gold,1000,Full,Black
Fractal Design Newton R3,,ATX,platinum,800,Semi,
XFX TS,,ATX,gold,550,false,
be quiet! Dark Power Pro 11,,ATX,platinum,550,Semi,
RIOTORO BUILDER,,ATX,plus,500,false,Black / Red
Cooler Master GX,,ATX,plus,650,false,
SilentiumPC Vero L2,,ATX,bronze,600,false,Black
GameMax GX-650 Modular,,ATX,gold,650,Full,Black
Cooler Master XG750,,ATX,platinum,750,Full,Black
Rosewill VALENS-600,140,ATX,gold,600,false,
Cougar GEX,,ATX,gold,650,Full,Black
Thermaltake Toughpower SFX,,SFX,gold,450,Full,Black
BitFenix Formula Gold 650,,ATX,gold,650,false,
Rosewill Glacier 850M,,ATX,bronze,850,Semi,
EVGA SuperNOVA 750 P5,,ATX,platinum,750,Full,Black / Teal
SeaSonic M12II,,ATX,bronze,650,Semi,
Cooler Master i500,,ATX,bronze,500,false,
Thermaltake Toughpower GX1 RGB,,ATX,gold,600,false,Black
Antec NeoECO V2,,ATX,bronze,650,Semi,Black
EVGA 700 GQ,,ATX,gold,700,Semi,Black
Xigmatek NRP-MC702,,ATX,bronze,700,Full,
be quiet! Pure Power 9,,ATX,silver,500,Semi,
SeaSonic FOCUS Gold,,ATX,gold,450,Semi,
Silverstone SX300-B,,SFX,bronze,300,false,Black
be quiet! PURE POWER L8 400W,,ATX,bronze,400,false,
EVGA SuperNOVA 1000 PS,,ATX,platinum,1000,Full,
Silverstone Strider,,ATX,silver,600,Full,
Fractal Design Integra M,,ATX,bronze,650,Semi,
XFX XTR,,ATX,gold,750,Full,
SeaSonic PRIME PX,,ATX,platinum,750,Full,Black / Silver
In Win P75,,ATX,gold,750,Full,Black
Thermaltake Toughpower iRGB PLUS TT Premium Edition,,ATX,titanium,1250,Full,Black
Phanteks Revolt SFX,,SFX,gold,750,Full,Black
SeaSonic G12 GM,,ATX,gold,550,Semi,Black / Blue
YEYIAN Pegasus,,ATX,gold,850,Full,Black
Thermaltake TOUGHPOWER PF1 ARGB,,ATX,platinum,1050,Full,
Corsair TX750 V2,320,ATX,bronze,750,false,
SeaSonic PRIME SNOWSILENT,,ATX,gold,550,Full,White
be quiet! Pure Power 10 CM,,ATX,silver,600,Semi,
Rosewill Glacier 600M,,ATX,bronze,600,Semi,
Rosewill RD-Z,,ATX,plus,400,false,Black
Cooler Master Silent Pro M,,ATX,bronze,850,Semi,
Silverstone Strider,,ATX,silver,750,Full,
Silverstone Strider,,ATX,bronze,650,false,
be quiet! System Power U9,,ATX,bronze,600,false,Black
Raidmax XT,,ATX,,300,false,
SeaSonic FOCUS Plus Platinum,,ATX,platinum,550,Full,
Antec NeoECO 650 Gold,,ATX,gold,650,Semi,Black
Corsair CX400,,ATX,plus,400,false,
Cooler Master MWE Gold 750,,ATX,gold,750,false,Black
Cooler Master MWE BRONZE 550 V3,,ATX,bronze,550,false,Black
XFX XT,,ATX,bronze,600,false,
Cooler Master MasterWatt 750 TUF Gaming Edition,,ATX,bronze,750,Semi,Black / Gray
Sentey MBP HM,,ATX,bronze,750,Semi,Black
Antec High Current Gamer,,ATX,bronze,750,Semi,
Enermax REVOLUTION SFX,,SFX,gold,650,Full,Black
Antec NeoECO Classic,,ATX,bronze,650,false,Black
SHARKOON WPM Bronze,,ATX,bronze,700,Semi,
Raidmax Thunder RGB,,ATX,bronze,735,Semi,Black
Silverstone Essential,,ATX,gold,650,false,Black
be quiet! Power Zone 1000W,,ATX,bronze,1000,Full,
Thermalright TGFX850,,SFX,gold,850,Full,Black
Rosewill ARC 650,,ATX,bronze,650,false,
XFX PRO Black Edition,,ATX,gold,850,Full,
Fractal Design Newton R3,,ATX,platinum,600,Semi,
EVGA GE,,ATX,gold,500,false,Black
Antec High Current Gamer Extreme,,ATX,gold,1000,Full,
FSP Group HYPER S,,ATX,plus,500,false,Black
RAIJINTEK CRATOS,,ATX,gold,1000,Full,White
FSP Group Hydro M Pro ATX3.0(PCIe5.0),,ATX,bronze,700,Semi,Black
Thermalright TG,,ATX,gold,1200,Full,White
Xilence XP850MR9.2,,ATX,gold,850,Semi,Black / Red
Thermalright TG,,ATX,gold,1200,Full,Black
Silverstone Strider Platinum,,ATX,platinum,850,Full,
Phanteks Revolt SFX,,SFX,gold,650,Full,Black
Thermaltake Toughpower iRGB PLUS 850,,ATX,gold,850,Full,Black
Chieftec PowerPlay Gold,,ATX,gold,550,Full,Black / Red
Thermaltake Toughpower GX1,,ATX,gold,600,Semi,Black
LC-Power LC6350 V2.3,,ATX,bronze,350,false,Black
SeaSonic PRIME SNOWSILENT,,ATX,platinum,650,Full,White
Cougar VTE X2,,ATX,plus,750,false,Black
"FSP Group Hydro PTM PRO,Gen5",,ATX,platinum,1200,Full,Black
Antec EDGE,,ATX,gold,750,Full,
SeaSonic Platinum,,ATX,platinum,660,Full,
Antec NeoECO,,ATX,bronze,520,false,
Antec True Power,,ATX,bronze,650,Full,
Zalman ZM600-ST,,ATX,plus,600,false,
SeaSonic M12II,,ATX,bronze,430,false,
Raidmax XT,,ATX,,500,false,
Montech GAMMA II,,ATX,gold,550,false,Black
be quiet! Dark Power Pro 10,,ATX,gold,550,Semi,
Nexus NX-5000 R3,,ATX,bronze,530,false,
HEC HEC200SA-2FX,,Mini ITX,,200,false,Silver
Thermaltake TR2 RX,,ATX,bronze,850,Semi,
Antec High Current Pro,,ATX,platinum,1300,Full,
KOLINK Core,,ATX,plus,500,false,Black
EVGA 450 B1,,ATX,bronze,450,false,
SeaSonic PRIME Titanium,,ATX,titanium,750,Full,
Antec HCG-750 Bronze,,ATX,bronze,750,false,
Corsair CX850M V2 (2017 Edition),,ATX,bronze,850,Semi,Black / White
SeaSonic FOCUS SGX (2021),,SFX,gold,550,Full,Black
SilentiumPC Vero M2,,ATX,bronze,600,false,Black
Antec Earthwatts,,ATX,bronze,500,false,
Sentey SDP550-SS,,ATX,plus,550,false,
Thortech Thunderbolt PLUS,,ATX,gold,800,Full,
Phanteks Revolt Pro,,ATX,gold,1000,Full,Silver / Black
Thermaltake TR2,,ATX,,430,false,
FSP Group FSP400-60GHS(85)-R,,SFX,bronze,400,false,Black
YEYIAN Raiden RGB,,ATX,gold,850,false,Black
Corsair VS600,,ATX,plus,600,false,
KOLINK Core,,ATX,plus,600,false,Black
FSP Group Raider S 750,,ATX,silver,750,false,
be quiet! Pure Power 10,,ATX,bronze,300,false,
be quiet! Pure Power 10 CM,,ATX,silver,400,Semi,
Apevia ATX-VS450W,,ATX,,450,false,
Thermaltake TR2,,ATX,bronze,750,Semi,
Corsair TX650,,ATX,bronze,650,false,
Antec NeoECO,,ATX,bronze,620,false,
Cooler Master Silent Pro Gold,,ATX,gold,1200,Semi,
Thermaltake Smart,196.56,ATX,bronze,750,Semi,
Antec CSK,,ATX,bronze,450,false,Black / Yellow
Rosewill Capstone,,ATX,gold,650,Semi,
In Win P75F,,ATX,gold,750,false,Black
Silverstone ST75F-GS-V3,127.99,ATX,gold,750,Full,Black
In Win IP-P300BN7-2,76.05,ATX,plus,300,false,
Rosewill LEPTON 600,,ATX,gold,600,Semi,Black
Cooler Master MASTERWATT MAKER MIJ,,ATX,titanium,1200,Full,
ARESGAME AGS,,ATX,gold,850,Semi,Black / Red
Cooler Master Elite V2,,ATX,,550,false,
Cooler Master MWE 400,,ATX,plus,400,false,Black
EVGA SuperNOVA 550 GT,,ATX,gold,550,Full,Black
Rosewill PHOTON-550,,ATX,gold,550,Full,
be quiet! System Power 10 U,,ATX,gold,850,false,Black
Rosewill ARC 750,,ATX,bronze,750,false,
Thermaltake TR2,,ATX,bronze,600,false,
Silverstone Nightjar,,ATX,platinum,520,Full,
be quiet! Straight Power 10 CM,,ATX,gold,700,Semi,
Cooler Master Silent Pro M2,,ATX,silver,850,Semi,
Super Flower Amazon,,ATX,bronze,300,false,
Super Flower SF-1200F14MP White,,ATX,platinum,1200,Full,
EVGA 500 BT,,ATX,bronze,500,false,Black
RAIJINTEK CRATOS,,ATX,gold,1000,Full,Black
GameMax GX Pro Rampage,,ATX,platinum,1250,Full,Black
Thermalright AG-850,,ATX,gold,850,Full,White
Thermalright TG,,ATX,gold,1000,Full,White
Cougar POLAR X2,,ATX,platinum,1050,Full,White / Gray
Thermaltake Toughpower DPS G RGB,,ATX,titanium,1250,Full,
Thermaltake TOUGHPOWER PF1 ARGB,,ATX,platinum,1200,Full,
Enermax MaxTytan,,ATX,titanium,750,Full,Black
Xilence XP1250MR9.2,,ATX,gold,1250,Full,Black / Red
Antec VP,,ATX,,500,false,
Cooler Master GX III GOLD,,ATX,gold,1050,Full,Black / Purple
SilentiumPC Vero M3,,ATX,bronze,600,Semi,Black
Antec True Power,230.81,ATX,bronze,850,Full,
Apevia ITX-AP250W,,Mini ITX,,250,false,Black
Zalman TXIIv2,,ATX,plus,600,false,Black
BitFenix Whisper M,,ATX,gold,550,Full,
GAMDIAS ASTRAPE M1,,ATX,plus,550,false,Black / Multicolor
Silverstone Strider Titanium,,ATX,titanium,700,Full,
Thermalright TB850S,,ATX,bronze,850,false,Black
Zalman zm-650-XG,,ATX,gold,650,Semi,
Xigmatek Vector,,ATX,gold,750,Semi,
Deepcool DQ650-M-V2L,,ATX,gold,650,Full,Black
RIOTORO BUILDER,,ATX,plus,600,false,Black / Red
SeaSonic G,,ATX,gold,750,Semi,
SeaSonic PRIME Titanium,,ATX,titanium,850,Full,
Enermax EMD625AWT,,ATX,bronze,625,Full,
FSP Group Raider S 550,,ATX,silver,550,false,
Zalman TeraMax II,,ATX,gold,1000,Full,Black
Cooler Master Hyper White,,ATX,plus,500,false,Black
Thermaltake Litepower,,ATX,,350,false,
Antec High Current Pro,,ATX,gold,850,Semi,
