name,price,rpm,noise_level,color,size
ID-COOLING IS-47-XT,,"800,2800",35.2,White,
Azza CUBE 360,99.99,"500,2000",34,Black,360
Silverstone AR06,37.84,2500,"20,28.3",,
Xilence M403PRO.W.ARGB,,"500,1800","14.2,25.6",White,
ARCTIC Freezer A13 X,28.97,"300,2000",,Black / White,
Silverstone Hydrogon D120 ARGB,95.13,,"0,30.5",Black / Silver,
ID-COOLING DX240 MAX,,,32.5,Black,240
Silverstone NovaPeak 360 ARGB,122.99,"500,2200","12.1,33.1",Black,360
Alpenföhn Dolomit Premium,97.7,"500,1600",23.5,Black,
TRYX PANORAMA ARGB,,"500,1450",27.07,White,280
Deepcool LE300 Marrs,,"500,2250",32.9,Black,120
Reeven Brontes RC-1001b,,"650,2200","10.5,31.67",,
Deepcool GAMMAXX L120,,"500,1800",17.8,Black,120
ID-COOLING FROSTFLOW X 240 LITE SNOW,,"700,1800","15.2,35.2",White,240
Jonsbo HP400S,,"900,2800","20.2,34",Blue / Silver,
Thermalright Frozen Magic Scenic V2,,2150,28.1,White,360
ARCTIC Freezer 50 (w/Controller),59.99,"200,1800",,Black,
ENDORFY Navis F280 ARGB,,"250,1800",,Black,280
ARCTIC Freezer i35,,"200,1800",,Black / White,
Xilence M704PRO.ARGB,85.12,"800,1800","18,32.2",,
GAMDIAS CHIONE M2,69.98,"800,1800",,Black,240
Deepcool Gamerstorm Captain 240 PRO,,"500,1800",30,Black,240
Deepcool AG500 WH ARGB,,"300,1850",29.4,White,
ID-COOLING SE-206-XT,,"700,1800",35.2,Black,
Thermaltake Floe Riing RGB 280 TT Premium Edition,82.11,"500,1400","19.8,27.2",,280
Cooler Master MasterAir G100M RGB,76.9,"600,2400",30,Black / Multicolor,
Zalman CNPS9500 AT,29.99,"1300,2650","18,27.5",,
Evercool LGAL1156A-B715,54.99,"1000,5500",56,,
ARCTIC Liquid Freezer II 280 RGB,,"200,1900",22.5,Black,280
Zalman CNPS10X Optima II,,"800,1500",27,White,
ID-COOLING FROSTFLOW X,,"700,1800","18,35.2",,120
Cooler Master MasterLiquid ML240 Mirror,,"650,1800","8,27",Black,240
Asus TUF Gaming LC RGB,,"800,2000",29,Black,240
MSI MAG CORELIQUID R,,"500,1800","14.8,33.28",Black,280
SilentiumPC Fortis 5,,"300,1400",,Black / Silver,
Iceberg Thermal IceSLEET X6,31.99,"500,1850","0,36",Teal / Silver,
Montech HyperFlow Silent 360,79.9,"800,2200",24.8,Black,360
Jonsbo HX6200D,,"700,1800","18.6,29.7",White,
Azza CUBE 240,79.98,"500,2000",34,Black,240
ID-COOLING SPACE LCD,,"500,1800",35.2,White,360
Cougar Forza 50,54.73,"600,2000",34.5,Black,
Cooler Master Hyper TX3,,"800,2800","17,35",,
Reeven Vanxie,,"800,3300","8.2,32.5",,
Asus ROG Strix LC 120,,"800,2500",37.6,Black,120
Deepcool GAMMAXX 400 V2,,"500,1650",,Black / Red,
ID-COOLING ZOOMFLOW X,,"700,1500","18,26.4",White,240
Cougar Poseidon Elite ARGB 360,,"500,2200",33.5,White,360
ID-COOLING SE-207-XT SLIM SNOW,,"700,1800","15.2,35.2",White,
Thermaltake TOUGHLIQUID 240 EX Pro ARGB Sync,,"500,2000",22.6,Black,240
Thermalright Core Matrix,,2150,27,White,360
Phanteks Glacier One 240 T30,,"1200,3000","11.1,39.7",Gray,240
Enermax LIQMAX III 360 ARGB,,"500,1600","14,27",White / Black,360
Xilence A200,,2200,32,Black / Silver,
be quiet! Dark Rock 2,,1300,"8.7,21.2",,
Thermaltake Water 3.0 Ultimate,,"1000,2000",20,,360
Intel BXTS13A,,,,,
Cooler Master Hyper T200,,"800,2200",31,,
Phanteks GLACIER ONE 240D30,,"250,2000",30.2,Black,240
Thermalright Frozen Magic Scenic V2,,2000,31.4,White,280
ARCTIC Alpine AM4 CO,19.76,"100,2700",,Black,
TRYX PANORAMA,319.99,"500,1650",32,White,280
StarTech FAN1156PWM,22.87,"1000,3000",33,,
Jonsbo CR-1000,,"700,1800","20.55,37.2",White,
Thermalright Frost Spirit 140,,1500,25.6,Gray,
Cougar FORZA 85,83.32,"600,2000",34.5,Black,
Rosewill RCX-Z90-AL,20,"600,3000","15,30",,
be quiet! Shadow Rock 2,126,1600,"15.3,25.4",,
ARCTIC Alpine 64 PLUS,,"600,2000",,,
ARCTIC Freezer 34 eSports DUO,,"200,2100",24.4,Green / Black,
Scythe Mugen 5 Rev.C,,"300,1500","4,28.6",Black / Silver,
Zalman CNPS10X Performa,,"700,1500",27,Black,
ID-COOLING AURAFLOW X 240 EVO,,"700,1800","18,35.2",Black,240
Cooler Master MasterLiquid ML360 Sub-Zero EVO,,,30,Black,360
GAMDIAS BOREAS E2-410,,"800,1800","10,32",Black,
Thermalright Frozen Warframe ARGB,,1750,29.8,White,420
Sapphire NITRO+ S240-A,,"405,2400","17.9,36.2",Black / Silver,240
Mars Gaming MCPU-XTW,,"800,1600","9,26",White,
Thermalright Frozen Magic EX,,1850,29.6,Black,240
Thermalright Frost Spirit 140 V3 WHITE,,1500,25.6,White,
ARCTIC Freezer A35,,"200,1800",,Black / White,
Intel BXTS13X,,"800,2200","21,35",,120
GAMDIAS BOREAS M2-51D,,"800,1800","10,32",Black,
Alpenföhn Brocken ECO,,"500,1500","4.6,27.3",,
Silverstone HE02-V2,,,0,Silver,
MSI MAG CORELIQUID R,,"500,2000","14.3,34.3",Black,360
Thermalright Peerless Assassin 120 Digital,,1850,25.6,White,
Cooler Master MasterLiquid ML360 Sub-Zero,,"650,1900","8,26",Black,360
Thermaltake TOUGHLIQUID Ultra RGB,169.81,"500,2000",30.7,Black,280
Silverstone IceMyst 280,119.94,"400,1750","13.3,30.8",Silver / Black,280
ARCTIC Freezer i35 CO,43.59,"200,1800",,Black / Silver,
Xilence I404T,77,"600,2200","14,21.8",Red / Black,
Akasa Vegas Chroma AM,,"500,1800",32.5,Black,
ID-COOLING IS-67-XT,,"500,2200",35.2,White,
Jonsbo CR-1400 V2 ARGB,,"800,2200","22.3,33.8",White,
Thermaltake Floe Riing RGB 240 TT Premium Edition,99.33,"500,1400","19.8,24.7",,240
Cougar FORZA 135,108.49,"500,1500",38.5,Black / Silver,
EVGA ACX,,2800,42.5,,
Cooler Master Hyper 103,,"800,2200","17,30",,
be quiet! Dark Rock TF,,1400,"11.9,26.7",,
NZXT Kraken X42 Rev 2,,"500,1800","21,38",,140
Cooler Master MasterLiquid LC240E RGB,,"650,1800",31.5,Black,240
Deepcool AS500,,"500,1200",29.2,Black / Silver,
aigo Shadow Max,,"800,2500",29.6,Black,
Deepcool GAMMAXX 400 XT,,"500,1500",27,White,
Thermaltake Floe DX RGB TT Premium Edition B,143.35,"500,1500","19,23.9",Black,360
Silverstone VIDA 120 SLIM,95.63,"300,1800","15.9,33.9",Black,120
Cooler Master MasterAIR G200P,84.99,"800,2000","6,28",Black / Silver,
Enermax ETS-F40-FS,,"300,1200","10,23",Black,
Deepcool LE300,,"500,2250",,Black,120
Antec KUHLER Box,,,,,
SilentiumPC Spartan 3 LT HE1012,,"800,2000",,Black / Silver,
Deepcool GAMMAXX 400R,,"900,1500","17.8,30",Red / Silver,
ID-COOLING ZOOMFLOW 240,,"900,2000","16.3,33.5",Black,240
GAMDIAS CHIONE E2,,1800,,Black,120
Phanteks Glacier One 240MPH,,"500,2200","18,34.2",Black,240
Deepcool GAMMAXX AG620 ARGB,,"300,1850",29.4,Black / Silver,
Zalman ALPHA2 A24,,"600,2000",29.7,Black,240
Ocypus Iota A62,65.98,"500,2000",29,White,
be quiet! Shadow Rock TF 2,107.97,1400,"11.9,24.4",Silver / Black,
Xilence M403PRO,,"500,1800","14.2,25.6",Red / Black,
Gelid Solutions Rev. 4 Tranquillo,,"750,1600","12,26.7",,
Cooler Master Hyper 212X EU Version,,"600,1700","13,28.6",,
Phanteks GLACIER ONE 240D30,,"250,2000",30.2,White,240
Mars Gaming ML-ONE,,"600,1800","9,26",White,120
NZXT Kraken X31,,"800,2000","18,34",,120
Cooler Master MasterAir Maker 8,,"600,1800","8,24",,
Dynatron T318,46.95,,0,,
Deepcool GAMERSTORM CAPTAIN 240X,,"500,1800",32.1,Black,240
ID-COOLING SE-234-ARGB,,"900,2000","16.2,31.5",Black,
Thermaltake TH240 ARGB Sync,,1500,28.2,Black,240
Xilence LQ240,,"700,1600","18,32.5",Red / Black,240
Thermaltake TH420 ARGB Sync,139.99,"500,1800",34.7,White,420
Jonsbo CR-2000GT RGB,,"700,1500","18.1,29.5",Black,
Deepcool LS320,,"500,2250",32.9,Black,120
Enermax ETS-N30R-HE,,"600,2800","12,28",,
GAMDIAS BOREAS M1,30.77,"800,2600","10,32",Black / Silver,
Zalman CNPS10X Performa,,"700,1500",27,White,
Corsair H110i GT,,2100,43,,280
Asus ROG Strix LC 240,,"800,2500",37.6,Black,240
Deepcool ICE BLADE 200M,,2200,"17.8,30.1",,
EVGA CLC 120 CL11,,1800,32.1,,120
Silverstone PF240-ARGB,,"600,2200","7.4,35.6",Black,240
PC Cooler DS360,149.99,"500,2200",32,White,360
Alphacool Eisbaer LT360,124.75,"550,1700",29,Black,360
Valkyrie SYN,,"800,2150",29,Black / Red,360
Thermaltake Riing Silent 12 Red,36.47,"300,1400","13,18",,
Akasa K32,,"600,3000","17.2,30.54",,
Fractal Design Celsius+ S36 Dynamic X2 PWM,,"500,2000",32.2,Black,360
Asus ROG STRIX LC II ARGB,,"800,2500",37.6,Black,120
Zalman CNPS5X Performa,,"1400,2800","20,32",,
Cooler Master Hyper 212 LED White Edition,,"600,1600","9,31",,
Thermalright Core Matrix,,2150,27,Black,240
Valkyrie VIND SL125,,"800,2150",29,White / Blue,
Enermax LIQMAX III ARGB,,"500,1600","14,27",Black,120
Cooler Master Seidon 120M,,"600,2400","19,40",,120
Cooler Master Nepton 240M,,2400,"6.5,27",,240
Cooler Master Hyper 612 Ver.2,,"800,1300","11,20",,
ID-COOLING SE-914-XT ARGB,,"600,2200","14,25.8",Black / Gray,
Thermalright Assassin King 120,,1500,25.6,Black / Silver,
Deepcool GAMMAXX L360 A-RGB,,"500,1800",30,White,360
PC Cooler RZ820,,"500,2200",32,Black,
Thermalright Peerless Assassin 120 Digital ARGB,,1850,25.6,White,
Alphacool Eisbaer Extreme,216.6,1000,18.8,Black,280
Thermaltake TOUGHLIQUID 360 EX Pro ARGB Sync,,"500,2000",31.6,Black,280
Silverstone NT07-115X,27.99,"1200,3400","18,26",,
Scythe KOTETSU Mark II TUF,79.02,"300,1200","4,24.9",Black / Yellow,
Cooler Master MasterAir MA620P,132.3,"600,1800",31,Black / Silver,
Deepcool LS320 WH,,"500,2250",32.9,White,120
Thermaltake TH420 ARGB Sync,,"500,1800",34.7,Black,420
Cougar Helor 360,224.37,"600,1800",37.1,Black,360
Thermaltake Floe DX RGB 240 TT Premium Edition,189.99,"500,1500","19,23.9",Black / Gray,240
Cougar Poseidon Elite ARGB 240,107.88,"500,2200",33.5,White,240
ADATA XPG LEVANTE 240,,"600,2000",34,Black,240
ARCTIC Liquid Freezer II 360 RGB,,"200,1800",22.5,Black / Gray,360
ID-COOLING FROSTFLOW 240 XT,,"700,1800","15.2,35.2",Black,240
EK EK-Nucleus AIO CR360 Vision D-RGB,,"500,2200",33.5,Black,360
Vetroo Shadow,,"800,2500",29.6,Black,
ID-COOLING IS-40X V3,,"800,2800",35.2,Black,
AQIRYS Hydra ARGB,,"800,2000","25,34",Black,240
RAIJINTEK JUNO-X,31.42,"1200,2500",26,Black,
SilenX EFZ-92HA2,19.98,2400,"8,24",,
Cooler Master RR-LEE-L911-GP,29.99,2200,17,,
Jonsbo CR-1000 EVO Color White,,"600,1500","22,32",White,
Thermaltake TH240 V2 Ultra EX ARGB Sync,,,,Black,240
Titan DC-155A915Z/RPW,,"1000,2600","24.8,33.4",,
Fractal Design Celsius+ S28 Prisma PWM ARGB,,"500,1700",34.1,Black,280
Corsair H70,,"1600,2000","26,31.5",,120
Corsair H80,,"1300,2500","22,39",,120
ID-COOLING FROSTFLOW+ 240,,"700,1800","18,35.2",Black / White,240
Aerocool P7-L240,,"600,1800","10.5,31.8",Black,240
Deepcool GAMERSTORM CAPTAIN 240X WHITE,,"500,1800",32.1,White / Black,240
Phanteks Glacier One 360MP,,"500,2200","18,34.2",Black / White,360
Deepcool CASTLE 120R,,"500,1800",32,Black,120
Tempest Subzero RGB,,"800,1650",,Black / Silver,
Thermalright Frozen Magic Scenic V2,,2150,28.1,White,240
ID-COOLING SPACE LCD,,"500,1800",35.2,Black,240
GAMDIAS BOREAS M2-51D,,"800,1800","10,32",White,
Xilence LQ240PRO,119.73,"500,1500","22,24",Black,240
Iceberg Thermal IceSLEET G4 OC,27.99,"600,1400",22.5,Black / Teal,
ARCTIC Freezer i35 RGB,33.26,"200,1700",,Black,
Xilence M906,,"500,1500","18,30.8",Black,
Enermax ETS-T50 AXE ARGB,,"500,1600","14,24",Black,
Silverstone NT09-115X,24.08,"550,2500","18.5,32",,
ID-COOLING SE-226-XT,,"500,1500","13.8,30.5",Black,
Enermax AQUAFUSION ADV 120,,"500,2000","15,32.6",Black,120
Xilence M704,,"700,1600","18,32.5",Red / Black,
CRYORIG H5 Universal,,"700,1300","20,24",,
ID-COOLING IS-47K,,"600,2500","14,33",Silver / Black,
ID-COOLING SE-224-XT,,"700,1800","15.2,32.5",White,
Dynatron A49,52.99,"800,1800","10.8,21.3",Silver,
Silverstone IceGem 360,221.64,"600,2200","7.3,36.6",Black,360
Jonsbo HX6250,,"400,1800","28,38",Black,
Alphacool Eisbaer Aurora 240,137.35,"800,2000",,Black,240
PC Cooler RZ620,77.51,"500,2200","28,32",Black,
CRYORIG M9 Plus,,"600,2200",26.4,Black / Silver,
TRYX PANORAMA,,"500,1650",32,Black,280
Cooler Master GeminII M4,,"500,1600","8,30",,
Titan TTC-NC95TZ(RB),,"150,1500",28.6,,
NoFan CR-95C,,,0,,
NZXT Kraken X52 Rev 2,,"500,2000","21,36",,240
Deepcool CAPTAIN 120EX RGB,,"500,1800","17.6,31.3",,120
Cooler Master MasterAir MA610P,,1800,35,Black,
ID-COOLING FROSTFLOW+ 280,,"800,1600","16.8,32.6",Black / White,280
Cooler Master MasterLiquid ML360 RGB TR4 Edition,,"650,2000","6,30",Black,360
CRYORIG C7G,,"600,2500",30,Black / Silver,
GameMax Iceberg 240,,"600,1800","25,32",Black,240
Deepcool GAMERSTORM CAPTAIN 360X WHITE,,"500,1800",32.1,White / Black,360
Silverstone PF360-ARGB,,"600,2200","7.4,35.6",Black,360
darkFlash Shadow PWM,,"800,2500",29.6,Black,
Scythe Mugen 5 Black RGB Edition,,"300,1200","4,24.9",Black / Silver,
Deepcool GAMMAXX 400S,,1300,14.6,Black / Silver,
Phanteks Glacier One 280MP,,"500,2000","18,39.1",Black / White,280
Deepcool CASTLE 360EX RGB,,"500,1800",35,Black,360
MSI MAG CORELIQUID C240 EVA e-PROJECT,,"500,2000","14.3,34.3",Black,240
Yeston zeaginal Sakura,,"900,1800",30,White,240
ID-COOLING SPACE LCD,,"500,1800",35.2,White,240
Alphacool Eisbaer Aurora 280,154.45,"600,1500",,Black,280
RAIJINTEK LETO RGB,28.75,"800,1800",25,Black / Silver,
Thermalright Aqua Elite ARGB V2,,2000,28.2,,240
Silverstone AR08-V2,43.78,"1500,2800","14.1,27.7",Blue / White,
Jonsbo HX4170D,,"600,3300",28.4,White,
Cooler Master MasterLiquid PL360 FLUX 30TH Anniversary Edition,,,30,Black,360
Jonsbo CR-1400 DV2,,"800,2300","22.3,33.8",Black,
ID-COOLING IS-30,,"800,3600","17,35.8",,
Thermaltake Water 3.0 Performer,,"1000,2000",20,,120
be quiet! Shadow Rock Slim,,"400,1400","11.5,23.7",,
EVGA CLC 120,,"500,2400","16,39.9",,120
Scythe FUMA Rev.B,,"300,1400","13,28",,
ARCTIC Freezer 33 eSports ONE (Black/Yellow),,"200,1800",24.4,Black / Yellow,
Deepcool Castle 360 RGB,,"500,1800",30,Black,360
GameMax Gamma 500 RGB,,"1000,1800",26.3,Black / Silver,
Deepcool CASTLE 240EX WHITE,,"500,1800",32.1,White / Black,240
Deepcool CASTLE 280EX,,"400,1600",39.8,Black,280
SilentiumPC Fortis 5 Dual Fan,,"300,1400",,Black / Silver,
Deepcool AG500,,"300,1850",29.4,Black / Silver,
ID-COOLING SE-214-XT-D,,"700,1800",32.5,Gray / Black,
ID-COOLING SE-224-XTS ARGB,,"600,1500",28.9,White,
Akasa SOHO 240 Dawn,,"500,2000","14.5,31.8",White,240
Montech HyperFlow Silent 240,69.9,"800,2200",24.8,Black,240
KOLINK Umbra Void,98.03,2200,30,Black,120
ID-COOLING SE-226-XT,,"500,1500","13.8,30.5",White,
Deepcool CASTLE 240EX,,"500,1800",32.1,Black,240
GAMDIAS BOREAS E1,,"800,2000","10,31",Black / Silver,
Zalman CNPS9500A-LED,,"1350,2600","18,27.5",,
NZXT Kraken X40,,"800,2000","21,37",,140
be quiet! Dark Rock Advanced C1,,1500,"6.6,18.8",,
Thermalright AXP-100,,"900,2500","22,30",,
Deepcool GAMMAXX 400 White,,"900,1500","17.8,30",White,
ARCTIC Freezer 33 eSports Edition (Black/White),,"200,1800",24.4,,
Deepcool GAMMAXX 300 R,,"900,1600","17.8,21",,
SilentiumPC Fera 3 HE1224 v2,,"500,1600",,,
Cooler Master Hyper H410R,,"600,2000",29.4,Black / Red,
Deepcool NEPTWIN WHITE,,"900,1500","17.8,30",White,
GAMDIAS BOREAS E1,,"800,2000","10,31",Black / Silver,
MSI MAG CORELIQUID P280,,"500,1800","14.8,33.28",Black,280
Thermaltake Water 3.0 Riing RGB 280,174.21,"300,1500","18.5,26.4",Black / Red,280
ID-COOLING ZOOMFLOW 360 XT,,"500,1500","13.8,30.5",Black,360
MSI MAG CORELIQUID B,,"500,2000","14.3,34.3",Black,120
Thermalright Assassin X 90 SE,,2400,27.3,Black / Silver,
ID-COOLING DK-07A RAINBOW,,"500,1800","14.2,25.6",Black,
ID-COOLING IS-37-XT BLACK,,"800,3600","17,35.8",Black,
Deepcool AG620 Digital,,"300,1950",29.4,Black / Silver,
Enermax ETS-T40F-W,,2200,27,,
Cooler Master Hyper 212 Plus,137.41,"600,2000","13,32",,
Sapphire NITRO+ S360-A,,"405,2400","17.9,36.2",Black / Silver,360
Xigmatek GAIA SD1283,30,"800,1500","16,24",,
Enermax LIQMAX III RGB,,"500,1600","14,27",Black,120
Scythe Ninja 5 Rev. B,,"300,800","4,14.5",Black,
Cougar FORZA 85 ESSENTIAL,60.71,"600,2000",34.5,Black,
Zalman CNPS10X OPTIMA,,"1000,1700","17,28",,
Thermalright Silver Arrow ITX,,"300,1300","17,24.9",,
Thermaltake Water 3.0 Riing RGB 360,,"800,1500",26.4,,360
ARCTIC Freezer 12,,,22.5,,
ID-COOLING Auraflow 240 RGB,,"700,1800","18,35.2",,240
ARCTIC Freezer 33 eSports ONE (Black/White),,"200,1800",24.4,Black / White,
Scythe Katana 5,,"300,2300","7.3,28.83",Black / Silver,
Deepcool GAMMAXX GT V2,,"500,1650",27.8,Black / Silver,
Deepcool GAMMAXX L240 A-RGB,,"500,1800",30,White,240
ID-COOLING FROSTFLOW 240 XT SNOW,,"700,1800","15.2,35.2",White,240
Thermalright Core Matrix,,2150,27,White,240
YEYIAN Storm 1200,,"1000,1800",26.3,Black / Silver,
Montech HyperFlow Silent 360,79.9,"800,2200",24.8,White,360
Thermaltake TOUGHAIR 710,84.99,"300,1400","18.5,23.9",Gray,
Evercool HPFI-10025,18,1800,23,,
Thermalright Macho Direct,93.23,"300,1300","15,21",,
Thermaltake TH280 V2 Ultra EX ARGB Sync,,"500,2000",30.7,Black,280
Cooler Master Nepton 140XL,,2000,"21,39",,140
Thermalright Le Grand Macho RT,,"300,1300","14,20",,
Alphacool Eisbaer 240,208.9,"550,1700",29,Black,240
Enermax AQUAFUSION ADV,,"500,2000","17,32.6",White,240
Gelid Solutions Sirocco,,"750,2000",40.4,Black / Silver,
Xilence LQ360,,"700,1600","18,35.2",Red / Black,360
Corsair A50,,"1600,2000","26,31.5",,
Phanteks PH-TC12DX,,"600,1800","21.9,27.6",,
Corsair H75,,2000,31.4,,120
Deepcool GAMMAXX L240,,"500,1800",17.8,Black,240
Cooler Master MasterLiquid ML240P Mirage,,2000,27,Black,240
ARCTIC Freezer 50 TR,,"200,1800",23.5,Black,
Asus ROG Strix LC 360,,"800,2500",37.6,Black,360
ID-COOLING SE-214-XT-RN,,"600,2200",35,Black / Red,
Silverstone NT07-AM2,24.99,"1500,2500","15,25",,
Thermaltake Floe DX RGB 280 TT Premium Edition,110.12,"500,1400","19.8,26.2",Black / Gray,280
Alpenföhn Glacier Water 280,,"500,2000",36.4,Black,280
Thermalright AXP90-X53,,2700,22.4,Black,
Xilence M504D,105,"600,2200","14,21.8",Red / Black,
Thermalright Frozen Horizon ARGB,,2150,28.1,Black,360
YEYIAN VATN ARGB 240,,"800,2000","25,32",Black,240
Cooler Master V8,,"800,1800","17,21",,
Thermaltake Water 2.0 Pro,,"1200,2000","10,27.36",,120
Thermaltake Water 3.0 Riing RGB 240,,"800,1500",26.4,,240
Cooler Master Hyper 212 LED Turbo (Black),,"600,1600","9,31",,
be quiet! Silent Loop 360,,2000,"16.1,36.9",,360
ARCTIC Freezer 34 eSports DUO,,"200,2100",24.4,Yellow / Black,
ID-COOLING AURAFLOW X,,"700,1800","18,35.2",Black,360
Scythe Mugen 5,,"300,1500","4,29.75",,
upHere AC12RGB,,"600,1700","16.1,27.7",Black,
ARESGAME RIVER 5,,"600,1800",26.2,Black,
Azza Blizzard SP 360,,"700,2200",36,Black,360
Asus TUF Gaming LC 120 RGB,,"800,2000",,Black,120
Thermalright Silver Soul 135,,1850,29.6,White,
Thermaltake TOUGHLIQUID ARGB,,"500,2000",22.3,Teal,240
Silverstone Hydrogon D120 ARGB,,,"0,30.5",White / Silver,
Valkyrie VIND SL125,,"800,2150",29,Black / Red,
ID-COOLING DASHFLOW XT LITE,,"500,2000",29.85,Black,360
Deepcool AG620 Digital ARGB,,"300,1950",29.4,Black,
Vetroo R240,54.99,,,Black,240
Geometric Future Eskimo Junior 24,99.9,2000,29,Black,240
Thermaltake CLP0556-B,29.98,"1900,2300",22,,
Alphacool Eisbaer Pro Aurora,186.75,,31.5,Black,280
NoFan CR-80EH,,,0,,
Dynatron K199,36.85,"1000,5000","20.71,51.7",,
Silverstone HE01-V2,103.99,"500,2000","18,41",Silver / Black,
ARCTIC Liquid Freezer II 280 RGB,219.7,"200,1900",22.5,Black,280
Xilence LQ360 ​​ARGB,,"500,1500","18,30.2",Black,360
Gigabyte AORUS LIQUID COOLER,,2300,"22.3,44.5",Black,280
ID-COOLING DK-01S,,2200,23.8,,
Corsair H110,,1500,35,,280
Thermalright TRUE Spirit 120M(BW) Rev.A,,"600,1300",25.4,,
Cooler Master Hyper 412S,,"900,1300","16.1,22.5",,
Deepcool CAPTAIN360EX,,"500,1800","17.6,31.3",,360
Scythe Mugen 5,,"300,1200","4,24.9",,
ARCTIC Freezer 33,,,,,
Jonsbo TW3-240,,"800,1500",25,Black,240
ID-COOLING AURAFLOW X,,"700,1800","18,35.2",Black,240
Antec Neptune 240 ARGB,,"900,1600","20,36",Black,240
Alpenföhn Glacier Water 360 High Speed,,"500,2200",36.8,Black,360
GAMDIAS CHIONE P2,,"800,1800",,Black,360
Asus TUF GAMING LC 240 RGB ZAKU II EDITION,,"800,2000",29,Red / Black,240
ID-COOLING AURAFLOW X,,"700,1800","18,35.2",White,360
Inter-Tech ALSEYE X120,,1600,35.6,Gray / Black,120
Thermaltake Floe DX RGB TT Premium Edition B,189.99,"500,1500","19,23.9",Black,240
ID-COOLING SE-214-XT RING,,"900,2000",33.5,White / Black,
Xilence LQ240 ARGB,,"500,1500","18,30.2",White,240
Akasa SOHO 240 Dusk,,"500,2000","14.5,31.8",Black,240
Ocypus Iota L36,,"500,2000",29,Black,360
Thermaltake CL-P0187,57.49,4800,36,,
Valkyrie DRAGONFANG,,"800,2150",29,White,360
Zalman CNPS20X,39.99,"800,1500",29,Black / Silver,
Silverstone PF120-ARGB,,"600,2200","7.4,35.6",Black,120
Gelid Solutions Phantom Black,,"750,1600","12,26.7",Black / Silver,
Noctua NH-C12P SE14,,"750,1200","10.1,19.6",,
Thermaltake CL-P0326,,4200,44,,
TUNIQ Tower 120 Extreme,,"1000,2000","16,20",,
Scythe BIG Shuriken 2 Rev. B,,"500,2000","9.32,33.67",,
ARCTIC Freezer 11 LP,,"900,2000",,,
Corsair H50,,1700,30.32,,120
be quiet! Dark Rock Pro 2,,"1500,1700","13.5,26.4",,
Cooler Master Nepton 280L,,2000,"21,39",,280
CRYORIG C1,,"700,1300",24,,
CRYORIG R1 Ultimate,,"700,1300",23,,
Thermaltake Water 3.0 Extreme S,,"1000,2000",20,,240
Deepcool LUCIFER K2,,"600,1800","18.2,32.4",,
RAIJINTEK TISIS CORE EDITION,,,0,,
Antec C400,,"800,1900","20.3,34.5",,
ID-COOLING AURAFLOW 240 SNOW,,"700,1800","18,35.2",White,240
Deepcool GAMERSTORM CAPTAIN 240PRO V2,,"500,1800",30,Black,240
upHere CC120RGB,,"600,1700","16.1,27.7",Black / White,120
Scythe Mugen 5 Black Edition,,"300,1500","4,29.75",Black,
ID-COOLING ZOOMFLOW X,,"700,1500","18,26.4",Black,240
MSI CORE FROZR S,,"500,1800","17.2,33.6",Black / Red,
ID-COOLING IS-50X V2,,"500,2000","13.8,31.2",Black / Gray,
TEAMGROUP SIREN GD240E,,"600,2200","14.3,35.6",White,240
Cooler Master MasterAir MA824 Stealth 30th Anniversary Edition,,,"0,24.6",Black,
ID-COOLING SE-902X-B,,"600,2200",23.8,Black / Blue,
Valkyrie SYN,,"800,2150",29,Black / Red,240
Dynatron R15,49.95,,,,
Silverstone Argon AR10-115XP,34.75,"500,4000","18.07,39.03",,
Thermalright Frozen Guardian,,2150,27,Black,360
Cooler Master DK9-7E52A-0L-GP,59.99,3200,25.17,,
Corsair A70,,"1600,2000","26,31.5",,
Cooler Master DK9-7G52A-0L-GP,,4500,35,,
Deepcool CAPTAIN 360,,"600,2200","17.6,39.29",,360
Gigabyte AORUS ATC700,,"500,1700","12,31",Black / Orange,
Alphacool Eisbaer 280,,1100,29.4,Black / Blue,280
GameMax Iceberg 120,,"600,1800","25,32",Black,120
PC Cooler GI-D66A,,"1000,2000","8,29.1",Black,
ID-COOLING IS-27i,,"800,2700","14,25",,
Thermalright Frozen Magic 360,,1500,25.6,Black,360
Jonsbo HX6200D,,"700,1800","18.6,29.7",Black,
Jonsbo CR-1000 GT,,"700,1800","20.55,37.2",Black,
Thermalright Frozen Magic ARGB,,1500,25.6,White,240
Xilence LQ240 ARGB,,"500,1500","18,30.2",Black,240
GAMDIAS BOREAS E2-41D,,"800,1800","10,32",Black,
SilentiumPC Spartan 4,,"800,2000",,Black / Silver,
Jonsbo CR-1400 V2 ARGB,,"800,2200","22.3,33.8",Black,
Iceberg Thermal IceSLEET G4 OC,29.99,"600,1400",22.5,Teal / Silver,
Thermaltake Floe Riing RGB 360 TR4 Edition,,"1000,2000","21.8,33",Black,360
Jonsbo HX5230,,"700,1800","25.2,37.6",Black,
Cooler Master CHD-00008-01-GP,24.99,2200,22,,
Deepcool Castle 240 RGB,,"500,1800","17.8,30",Black,240
Thermaltake Riing Silent 12 RGB Sync Edition,,"300,1500","13,22",Black,
Gelid Solutions Glacier,,"500,1600",35,Black,
Evercool HPL-815EP,33,"1000,4000","12,40",,
Dynatron R27,49.95,"1000,3800","16,43.4",,
Cooler Master MasterLiquid ML360P Silver Edition ARGB,,"650,1800","8,30",Silver / Black,360
